DateTime,values,bus2,bus3,bus4
2020-01-03T11:00:00.0,747.9542999999971,747.9542999999971,747.9542999999971,747.9542999999971
2020-01-03T12:00:00.0,787.3203041666633,787.3203041666633,787.3203041666633,787.3203041666633
2020-01-03T13:00:00.0,825.3763291666644,825.3763291666644,825.3763291666644,825.3763291666644
2020-01-03T14:00:00.0,815.8552416666637,815.8552416666637,815.8552416666637,815.8552416666637
2020-01-03T15:00:00.0,785.2208958333312,785.2208958333312,785.2208958333312,785.2208958333312
2020-01-03T16:00:00.0,775.4832749999974,775.4832749999974,775.4832749999974,775.4832749999974
2020-01-03T17:00:00.0,801.1533416666637,801.1533416666637,801.1533416666637,801.1533416666637
2020-01-03T18:00:00.0,886.2482166666623,886.2482166666623,886.2482166666623,886.2482166666623
2020-01-03T19:00:00.0,883.0181541666631,883.0181541666631,883.0181541666631,883.0181541666631
2020-01-03T20:00:00.0,841.8659041666629,841.8659041666629,841.8659041666629,841.8659041666629
2020-01-03T21:00:00.0,810.0345166666638,810.0345166666638,810.0345166666638,810.0345166666638
2020-01-03T22:00:00.0,783.4965624999974,783.4965624999974,783.4965624999974,783.4965624999974
2020-01-03T23:00:00.0,725.1340124999971,725.1340124999971,725.1340124999971,725.1340124999971
2020-01-04T00:00:00.0,703.6977416666646,703.6977416666646,703.6977416666646,703.6977416666646
2020-01-04T01:00:00.0,638.3394916666643,638.3394916666643,638.3394916666643,638.3394916666643
2020-01-04T02:00:00.0,580.7354166666647,580.7354166666647,580.7354166666647,580.7354166666647
2020-01-04T03:00:00.0,549.2325999999981,549.2325999999981,549.2325999999981,549.2325999999981
2020-01-04T04:00:00.0,536.1735874999985,536.1735874999985,536.1735874999985,536.1735874999985
2020-01-04T05:00:00.0,533.2011916666657,533.2011916666657,533.2011916666657,533.2011916666657
2020-01-04T06:00:00.0,548.6962916666657,548.6962916666657,548.6962916666657,548.6962916666657
2020-01-04T07:00:00.0,614.4334416666649,614.4334416666649,614.4334416666649,614.4334416666649
2020-01-04T08:00:00.0,754.072741666664,754.072741666664,754.072741666664,754.072741666664
2020-01-04T09:00:00.0,835.8084499999965,835.8084499999965,835.8084499999965,835.8084499999965
2020-01-04T10:00:00.0,893.1294249999968,893.1294249999968,893.1294249999968,893.1294249999968
2020-01-04T11:00:00.0,919.0735333333295,919.0735333333295,919.0735333333295,919.0735333333295
2020-01-04T12:00:00.0,935.1229416666627,935.1229416666627,935.1229416666627,935.1229416666627
2020-01-04T13:00:00.0,952.5793583333294,952.5793583333294,952.5793583333294,952.5793583333294
2020-01-04T14:00:00.0,936.2337333333301,936.2337333333301,936.2337333333301,936.2337333333301
2020-01-04T15:00:00.0,937.8994499999968,937.8994499999968,937.8994499999968,937.8994499999968
2020-01-04T16:00:00.0,950.4684499999959,950.4684499999959,950.4684499999959,950.4684499999959
2020-01-04T17:00:00.0,994.1628541666619,994.1628541666619,994.1628541666619,994.1628541666619
2020-01-04T18:00:00.0,1103.674920833325,1103.674920833325,1103.674920833325,1103.674920833325
2020-01-04T19:00:00.0,1089.7485958333252,1089.7485958333252,1089.7485958333252,1089.7485958333252
2020-01-04T20:00:00.0,1017.9753583333302,1017.9753583333302,1017.9753583333302,1017.9753583333302
2020-01-04T21:00:00.0,950.4195208333297,950.4195208333297,950.4195208333297,950.4195208333297
2020-01-04T22:00:00.0,876.6074499999969,876.6074499999969,876.6074499999969,876.6074499999969
2020-01-04T23:00:00.0,793.7233291666637,793.7233291666637,793.7233291666637,793.7233291666637
2020-01-05T00:00:00.0,746.8775791666634,746.8775791666634,746.8775791666634,746.8775791666634
2020-01-05T01:00:00.0,658.4983416666639,658.4983416666639,658.4983416666639,658.4983416666639
2020-01-05T02:00:00.0,598.1851833333312,598.1851833333312,598.1851833333312,598.1851833333312
2020-01-05T03:00:00.0,559.1423374999987,559.1423374999987,559.1423374999987,559.1423374999987
2020-01-05T04:00:00.0,542.4687666666658,542.4687666666658,542.4687666666658,542.4687666666658
2020-01-05T05:00:00.0,534.5214124999991,534.5214124999991,534.5214124999991,534.5214124999991
2020-01-05T06:00:00.0,551.1488666666656,551.1488666666656,551.1488666666656,551.1488666666656
2020-01-05T07:00:00.0,626.4333999999988,626.4333999999988,626.4333999999988,626.4333999999988
2020-01-05T08:00:00.0,785.7709124999978,785.7709124999978,785.7709124999978,785.7709124999978
2020-01-05T09:00:00.0,858.0993083333293,858.0993083333293,858.0993083333293,858.0993083333293
2020-01-05T10:00:00.0,897.0416708333304,897.0416708333304,897.0416708333304,897.0416708333304
2020-01-05T11:00:00.0,909.7453083333294,909.7453083333294,909.7453083333294,909.7453083333294
2020-01-05T12:00:00.0,921.335870833329,921.335870833329,921.335870833329,921.335870833329
2020-01-05T13:00:00.0,939.0847541666626,939.0847541666626,939.0847541666626,939.0847541666626
2020-01-05T14:00:00.0,935.3129874999963,935.3129874999963,935.3129874999963,935.3129874999963
2020-01-05T15:00:00.0,942.5540291666636,942.5540291666636,942.5540291666636,942.5540291666636
2020-01-05T16:00:00.0,954.7806749999966,954.7806749999966,954.7806749999966,954.7806749999966
2020-01-05T17:00:00.0,1010.4376749999941,1010.4376749999941,1010.4376749999941,1010.4376749999941
2020-01-05T18:00:00.0,1114.7160499999911,1114.7160499999911,1114.7160499999911,1114.7160499999911
2020-01-05T19:00:00.0,1091.4660666666584,1091.4660666666584,1091.4660666666584,1091.4660666666584
2020-01-05T20:00:00.0,1017.3206999999952,1017.3206999999952,1017.3206999999952,1017.3206999999952
2020-01-05T21:00:00.0,957.7340249999966,957.7340249999966,957.7340249999966,957.7340249999966
2020-01-05T22:00:00.0,887.5277166666624,887.5277166666624,887.5277166666624,887.5277166666624
2020-01-05T23:00:00.0,800.3370499999959,800.3370499999959,800.3370499999959,800.3370499999959
2020-01-06T00:00:00.0,759.79013333333,759.79013333333,759.79013333333,759.79013333333
2020-01-06T01:00:00.0,671.1490416666643,671.1490416666643,671.1490416666643,671.1490416666643
2020-01-06T02:00:00.0,613.8027499999989,613.8027499999989,613.8027499999989,613.8027499999989
2020-01-06T03:00:00.0,583.1002666666656,583.1002666666656,583.1002666666656,583.1002666666656
2020-01-06T04:00:00.0,567.2200958333325,567.2200958333325,567.2200958333325,567.2200958333325
2020-01-06T05:00:00.0,563.5048749999987,563.5048749999987,563.5048749999987,563.5048749999987
2020-01-06T06:00:00.0,579.4984041666654,579.4984041666654,579.4984041666654,579.4984041666654
2020-01-06T07:00:00.0,653.7237458333316,653.7237458333316,653.7237458333316,653.7237458333316
2020-01-06T08:00:00.0,806.2806416666631,806.2806416666631,806.2806416666631,806.2806416666631
2020-01-06T09:00:00.0,875.3043666666636,875.3043666666636,875.3043666666636,875.3043666666636
2020-01-06T10:00:00.0,917.8137416666635,917.8137416666635,917.8137416666635,917.8137416666635
2020-01-06T11:00:00.0,929.87548333333,929.87548333333,929.87548333333,929.87548333333
2020-01-06T12:00:00.0,932.2044416666635,932.2044416666635,932.2044416666635,932.2044416666635
2020-01-06T13:00:00.0,938.0216583333298,938.0216583333298,938.0216583333298,938.0216583333298
2020-01-06T14:00:00.0,917.0957124999967,917.0957124999967,917.0957124999967,917.0957124999967
2020-01-06T15:00:00.0,915.5499124999961,915.5499124999961,915.5499124999961,915.5499124999961
2020-01-06T16:00:00.0,931.1280041666628,931.1280041666628,931.1280041666628,931.1280041666628
2020-01-06T17:00:00.0,993.806070833328,993.806070833328,993.806070833328,993.806070833328
2020-01-06T18:00:00.0,1118.1893541666584,1118.1893541666584,1118.1893541666584,1118.1893541666584
2020-01-06T19:00:00.0,1100.6459749999917,1100.6459749999917,1100.6459749999917,1100.6459749999917
2020-01-06T20:00:00.0,1035.3058124999936,1035.3058124999936,1035.3058124999936,1035.3058124999936
2020-01-06T21:00:00.0,970.3221124999966,970.3221124999966,970.3221124999966,970.3221124999966
2020-01-06T22:00:00.0,885.5900958333299,885.5900958333299,885.5900958333299,885.5900958333299
2020-01-06T23:00:00.0,794.1458458333304,794.1458458333304,794.1458458333304,794.1458458333304
2020-01-07T00:00:00.0,748.5713208333304,748.5713208333304,748.5713208333304,748.5713208333304
2020-01-07T01:00:00.0,660.799812499998,660.799812499998,660.799812499998,660.799812499998
2020-01-07T02:00:00.0,590.6568583333324,590.6568583333324,590.6568583333324,590.6568583333324
2020-01-07T03:00:00.0,553.2691791666648,553.2691791666648,553.2691791666648,553.2691791666648
2020-01-07T04:00:00.0,540.3314374999989,540.3314374999989,540.3314374999989,540.3314374999989
2020-01-07T05:00:00.0,536.8689374999985,536.8689374999985,536.8689374999985,536.8689374999985
2020-01-07T06:00:00.0,543.1434749999986,543.1434749999986,543.1434749999986,543.1434749999986
2020-01-07T07:00:00.0,615.8319499999986,615.8319499999986,615.8319499999986,615.8319499999986
2020-01-07T08:00:00.0,791.2812791666634,791.2812791666634,791.2812791666634,791.2812791666634
2020-01-07T09:00:00.0,859.698104166663,859.698104166663,859.698104166663,859.698104166663
2020-01-07T10:00:00.0,894.2627583333299,894.2627583333299,894.2627583333299,894.2627583333299
2020-01-07T11:00:00.0,906.4353499999962,906.4353499999962,906.4353499999962,906.4353499999962
2020-01-07T12:00:00.0,917.427199999996,917.427199999996,917.427199999996,917.427199999996
2020-01-07T13:00:00.0,927.0432416666631,927.0432416666631,927.0432416666631,927.0432416666631
2020-01-07T14:00:00.0,920.3902958333304,920.3902958333304,920.3902958333304,920.3902958333304
2020-01-07T15:00:00.0,924.3754791666629,924.3754791666629,924.3754791666629,924.3754791666629
2020-01-07T16:00:00.0,945.8738166666628,945.8738166666628,945.8738166666628,945.8738166666628
2020-01-07T17:00:00.0,1011.952224999994,1011.952224999994,1011.952224999994,1011.952224999994
2020-01-07T18:00:00.0,1113.583141666659,1113.583141666659,1113.583141666659,1113.583141666659
2020-01-07T19:00:00.0,1080.9717333333256,1080.9717333333256,1080.9717333333256,1080.9717333333256
2020-01-07T20:00:00.0,1017.873279166663,1017.873279166663,1017.873279166663,1017.873279166663
2020-01-07T21:00:00.0,956.868379166663,956.868379166663,956.868379166663,956.868379166663
2020-01-07T22:00:00.0,887.007687499996,887.007687499996,887.007687499996,887.007687499996
2020-01-07T23:00:00.0,804.1477291666633,804.1477291666633,804.1477291666633,804.1477291666633
