DateTime,values,bus2,bus3,bus4
2020-01-01T00:35:18.0,658.8125,658.8125,658.8125,658.8125
2020-01-01T00:35:24.0,658.86,658.86,658.86,658.86
2020-01-01T00:35:30.0,660.125,660.125,660.125,660.125
2020-01-01T00:35:36.0,658.5,658.5,658.5,658.5
2020-01-01T00:35:42.0,659.595,659.595,659.595,659.595
2020-01-01T00:35:48.0,659.4075,659.4075,659.4075,659.4075
2020-01-01T00:35:54.0,658.875,658.875,658.875,658.875
2020-01-01T00:36:00.0,660.375,660.375,660.375,660.375
2020-01-01T00:36:06.0,660.875,660.875,660.875,660.875
2020-01-01T00:36:12.0,659.64,659.64,659.64,659.64
2020-01-01T00:36:18.0,658.2975,658.2975,658.2975,658.2975
2020-01-01T00:36:24.0,657.8275,657.8275,657.8275,657.8275
2020-01-01T00:36:30.0,658.265,658.265,658.265,658.265
2020-01-01T00:36:36.0,657.7975,657.7975,657.7975,657.7975
2020-01-01T00:36:42.0,658.765,658.765,658.765,658.765
2020-01-01T00:36:48.0,659.0475,659.0475,659.0475,659.0475
2020-01-01T00:36:54.0,660.125,660.125,660.125,660.125
2020-01-01T00:37:00.0,658.7825,658.7825,658.7825,658.7825
2020-01-01T00:37:06.0,658.8275,658.8275,658.8275,658.8275
2020-01-01T00:37:12.0,657.4225,657.4225,657.4225,657.4225
2020-01-01T00:37:18.0,657.0775,657.0775,657.0775,657.0775
2020-01-01T00:37:24.0,657.4225,657.4225,657.4225,657.4225
2020-01-01T00:37:30.0,658.5775,658.5775,658.5775,658.5775
2020-01-01T00:37:36.0,658.765,658.765,658.765,658.765
2020-01-01T00:37:42.0,658.4075,658.4075,658.4075,658.4075
2020-01-01T00:37:48.0,659.0775,659.0775,659.0775,659.0775
2020-01-01T00:37:54.0,658.765,658.765,658.765,658.765
2020-01-01T00:38:00.0,657.875,657.875,657.875,657.875
2020-01-01T00:38:06.0,658.61,658.61,658.61,658.61
2020-01-01T00:38:12.0,659.8275,659.8275,659.8275,659.8275
2020-01-01T00:38:18.0,658.9375,658.9375,658.9375,658.9375
2020-01-01T00:38:24.0,659.0,659.0,659.0,659.0
2020-01-01T00:38:30.0,658.5475,658.5475,658.5475,658.5475
2020-01-01T00:38:36.0,658.515,658.515,658.515,658.515
2020-01-01T00:38:42.0,658.8125,658.8125,658.8125,658.8125
2020-01-01T00:38:48.0,658.97,658.97,658.97,658.97
2020-01-01T00:38:54.0,659.0,659.0,659.0,659.0
2020-01-01T00:39:00.0,659.5475,659.5475,659.5475,659.5475
2020-01-01T00:39:06.0,657.7825,657.7825,657.7825,657.7825
2020-01-01T00:39:12.0,656.64,656.64,656.64,656.64
2020-01-01T00:39:18.0,656.265,656.265,656.265,656.265
2020-01-01T00:39:24.0,656.6575,656.6575,656.6575,656.6575
2020-01-01T00:39:30.0,655.625,655.625,655.625,655.625
2020-01-01T00:39:36.0,656.2975,656.2975,656.2975,656.2975
2020-01-01T00:39:42.0,654.095,654.095,654.095,654.095
2020-01-01T00:39:48.0,654.765,654.765,654.765,654.765
2020-01-01T00:39:54.0,657.765,657.765,657.765,657.765
2020-01-01T00:40:00.0,657.2975,657.2975,657.2975,657.2975
2020-01-01T00:40:06.0,656.875,656.875,656.875,656.875
2020-01-01T00:40:12.0,656.2975,656.2975,656.2975,656.2975
2020-01-01T00:40:18.0,654.265,654.265,654.265,654.265
2020-01-01T00:40:24.0,654.8275,654.8275,654.8275,654.8275
2020-01-01T00:40:30.0,655.5,655.5,655.5,655.5
2020-01-01T00:40:36.0,656.5475,656.5475,656.5475,656.5475
2020-01-01T00:40:42.0,655.61,655.61,655.61,655.61
2020-01-01T00:40:48.0,656.125,656.125,656.125,656.125
2020-01-01T00:40:54.0,656.0,656.0,656.0,656.0
2020-01-01T00:41:00.0,654.8125,654.8125,654.8125,654.8125
2020-01-01T00:41:06.0,654.0475,654.0475,654.0475,654.0475
2020-01-01T00:41:12.0,655.845,655.845,655.845,655.845
2020-01-01T00:41:18.0,653.86,653.86,653.86,653.86
2020-01-01T00:41:24.0,652.4525,652.4525,652.4525,652.4525
2020-01-01T00:41:30.0,654.095,654.095,654.095,654.095
2020-01-01T00:41:36.0,653.2975,653.2975,653.2975,653.2975
2020-01-01T00:41:42.0,651.89,651.89,651.89,651.89
2020-01-01T00:41:48.0,651.125,651.125,651.125,651.125
2020-01-01T00:41:54.0,652.9075,652.9075,652.9075,652.9075
